appId,type,title,installs,minInstalls,maxInstalls,androidVersion,androidMaxVersion,developerEmail,privacyPolicy,available,genreId,categories,contentRating,adSupported,updated,url
""com.current.app","FINANCE","Current: The Future of Banking","5,000,000+","5000000","5434022","8.0","VARY","support@current.com","https://current.com/privacy_policy","true","FINANCE","[object Object]","Everyone","false","1725892423000","https://play.google.com/store/apps/details?id=com.current.app&hl=en&gl=us"
""com.meetcleo.cleo","FINANCE","Cleo: Budget & Cash Advance","1,000,000+","1000000","3078094","8.0","VARY","team@meetcleo.com","https://www.meetcleo.com/privacy","true","FINANCE","[object Object]","Teen","false","1725634416000","https://play.google.com/store/apps/details?id=com.meetcleo.cleo&hl=en&gl=us"
""com.americanexpress.android.acctsvcs.us","FINANCE","Amex","10,000,000+","10000000","10918879","9","VARY","android@aexp.com","https://www.americanexpress.com/us/content/legal-disclosures/online-privacy-statement.html","true","FINANCE","[object Object]","Everyone","false","1724947563000","https://play.google.com/store/apps/details?id=com.americanexpress.android.acctsvcs.us&hl=en&gl=us"
""com.bossrevolution.money.production","FINANCE","BOSS Money: Send Cash Fast","1,000,000+","1000000","3253133","5.0","VARY","moneyapp@idt.net","https://www.bossrevolution.com/en-us/money-privacy","true","FINANCE","[object Object]","Everyone","false","1725626145000","https://play.google.com/store/apps/details?id=com.bossrevolution.money.production&hl=en&gl=us"
""com.wallet.crypto.trustapp","FINANCE","Trust: Crypto & Bitcoin Wallet","50,000,000+","50000000","54372711","7.0","VARY","support@trustwallet.com","https://trustwallet.com/privacy-policy/","true","FINANCE","[object Object]","Everyone","false","1724664511000","https://play.google.com/store/apps/details?id=com.wallet.crypto.trustapp&hl=en&gl=us"
""com.fis.ebtedge","FINANCE","ebtEDGE","1,000,000+","1000000","2545682","5.0","VARY","ebtedge.mobile@fisglobal.com","https://www.fisglobal.com/Privacy","true","FINANCE","[object Object]","Everyone","false","1718384017000","https://play.google.com/store/apps/details?id=com.fis.ebtedge&hl=en&gl=us"
""com.creditgenie.app","FINANCE","Credit Genie: Get Cash Advance","1,000,000+","1000000","1053468","7.0","VARY","support@creditgenie.zendesk.com","https://www.creditgenie.com/privacy-policy","true","FINANCE","[object Object]","Everyone","false","1719893352000","https://play.google.com/store/apps/details?id=com.creditgenie.app&hl=en&gl=us"
""com.coinbase.android","FINANCE","Coinbase: Buy Bitcoin & Ether","10,000,000+","10000000","44856778","8.1","VARY","support@coinbase.com","https://coinbase.com/legal/privacy","true","FINANCE","[object Object]","Everyone","false","1725666351000","https://play.google.com/store/apps/details?id=com.coinbase.android&hl=en&gl=us"
""com.allstate.view","FINANCE","Allstate Mobile","5,000,000+","5000000","9121274","10","VARY","mobileappsupport@allstate.com","http://www.allstate.com/about/privacy-statement-aic.aspx","true","FINANCE","[object Object]","Everyone","true","1724791770000","https://play.google.com/store/apps/details?id=com.allstate.view&hl=en&gl=us"
""com.DailyPay.DailyPay","FINANCE","DailyPay On-Demand Pay","1,000,000+","1000000","2595327","9","VARY","support@dailypay.com","https://www.dailypay.com/privacy","true","FINANCE","[object Object]","Everyone","false","1725492177000","https://play.google.com/store/apps/details?id=com.DailyPay.DailyPay&hl=en&gl=us"
""com.exto.arrow","FINANCE","Atlas - Rewards Credit Card","100,000+","100000","420440","5.0","VARY","support@atlasfin.com","https://www.atlasfin.com/privacy-policy","true","FINANCE","[object Object]","Everyone","false","1725818895000","https://play.google.com/store/apps/details?id=com.exto.arrow&hl=en&gl=us"
""com.greendotcorp.go2bank","FINANCE","GO2bank: Mobile banking","1,000,000+","1000000","4685144","9","VARY","appsupport@GO2bank.com","https://www.go2bank.com/agreements/technology-privacy-statement","true","FINANCE","[object Object]","Everyone","false","1725601490000","https://play.google.com/store/apps/details?id=com.greendotcorp.go2bank&hl=en&gl=us"
""com.bitget.exchange","FINANCE","Bitget - Buy & Sell Crypto","5,000,000+","5000000","9320689","6.0","VARY","support@bitget.com","https://www.bitget.com/support/articles/360015150651","true","FINANCE","[object Object]","Everyone","false","1725805269000","https://play.google.com/store/apps/details?id=com.bitget.exchange&hl=en&gl=us"
""com.usbank.mobilebanking","FINANCE","U.S. Bank Mobile Banking","10,000,000+","10000000","10426987","9","VARY","1800usbanks@usbank.com","https://www.usbank.com/privacy/.","true","FINANCE","[object Object]","Everyone","false","1724301505000","https://play.google.com/store/apps/details?id=com.usbank.mobilebanking&hl=en&gl=us"
""com.barclaycardus","FINANCE","Barclays US","1,000,000+","1000000","3139043","10","VARY","androidapps@barclaycardus.com","https://cards.barclaycardus.com/privacy-policy.html","true","FINANCE","[object Object]","Everyone","false","1725901808000","https://play.google.com/store/apps/details?id=com.barclaycardus&hl=en&gl=us"
""com.binance.us","FINANCE","Binance.US: Buy Bitcoin & ETH","1,000,000+","1000000","3004399","6.0","VARY","binanceusapp@binance.us","https://www.binance.us/privacy-policy","true","FINANCE","[object Object]","Everyone","false","1722240844000","https://play.google.com/store/apps/details?id=com.binance.us&hl=en&gl=us"
""com.snaptravel.core","FINANCE","Super.com - Save, Earn, Travel","500,000+","500000","954180","10","VARY","service@super.com","https://www.super.com/legal#super-2","true","FINANCE","[object Object]","Everyone","false","1725654640000","https://play.google.com/store/apps/details?id=com.snaptravel.core&hl=en&gl=us"
""com.payfare.doordash","FINANCE","DasherDirect, by Payfare","1,000,000+","1000000","2764169","7.0","VARY","app.store.doordash@payfare.com","https://corp.payfare.com/privacy-policy/","true","FINANCE","[object Object]","Everyone","false","1725726013000","https://play.google.com/store/apps/details?id=com.payfare.doordash&hl=en&gl=us"
""com.okinc.okex.gp","FINANCE","OKX: Buy Bitcoin BTC & Crypto","10,000,000+","10000000","16936947","7.0","VARY","support@okx.com","https://www.okx.com/help/360021590732","true","FINANCE","[object Object]","Everyone","false","1725808645000","https://play.google.com/store/apps/details?id=com.okinc.okex.gp&hl=en&gl=us"
""ci.atlasearth.client","FINANCE","Atlas Earth - Buy Virtual Land","1,000,000+","1000000","2001771","8.0","VARY","support@atlasreality.com","https://legal.atlasreality.com/content/common/privacy-policy.html","true","FINANCE","[object Object]","Everyone","true","1725487216000","https://play.google.com/store/apps/details?id=ci.atlasearth.client&hl=en&gl=us"
""com.participantmobileapp","FINANCE","Empower®","1,000,000+","1000000","2394878","7.0","VARY","ParticipantServices@empower.com","https://www.empower-retirement.com/privacy.shtml","true","FINANCE","[object Object]","Everyone","false","1725487251000","https://play.google.com/store/apps/details?id=com.participantmobileapp&hl=en&gl=us"
""com.adp.wiselymobile","FINANCE","myWisely: Mobile Banking","1,000,000+","1000000","3928110","6.0","VARY","mywisely_feedback@ADP.com","https://www.wiselydirect.com/disclosures/wisely_privacy_policy.html","true","FINANCE","[object Object]","Everyone","false","1696958406000","https://play.google.com/store/apps/details?id=com.adp.wiselymobile&hl=en&gl=us"
""io.floatme.floatmeapp","FINANCE","FloatMe: Budget & Cash Advance","1,000,000+","1000000","2299114","5.0","VARY","support@floatme.com","https://www.floatme.io/privacy-policy","true","FINANCE","[object Object]","Everyone","false","1724880410000","https://play.google.com/store/apps/details?id=io.floatme.floatmeapp&hl=en&gl=us"
""com.acorns.android","FINANCE","Acorns: Save & Invest","10,000,000+","10000000","11433672","8.0","VARY","support@acorns.com","https://www.acorns.com/privacy/","true","FINANCE","[object Object]","Everyone","false","1725906643000","https://play.google.com/store/apps/details?id=com.acorns.android&hl=en&gl=us"
""com.pnc.ecommerce.mobile","FINANCE","PNC Mobile","5,000,000+","5000000","8820511","6.0","VARY","mobileapp@pnc.com","https://www.pnc.com/mobile-privacy-policy","true","FINANCE","[object Object]","Everyone","false","1724679783000","https://play.google.com/store/apps/details?id=com.pnc.ecommerce.mobile&hl=en&gl=us"
""com.majority.android","FINANCE","MAJORITY: Mobile banking","1,000,000+","1000000","1125130","9","VARY","support@majority.com","https://www.majority.com/en/terms-of-use/privacy-policy/","true","FINANCE","[object Object]","Everyone","false","1725638344000","https://play.google.com/store/apps/details?id=com.majority.android&hl=en&gl=us"
""com.varomoney.bank","FINANCE","Varo Bank: Mobile Banking","5,000,000+","5000000","5548140","9","VARY","support@varomoney.com","https://www.varomoney.com/privacy-legal/","true","FINANCE","[object Object]","Everyone","false","1723664871000","https://play.google.com/store/apps/details?id=com.varomoney.bank&hl=en&gl=us"
""org.dayup.stocks","FINANCE","Webull: Investing & Trading","10,000,000+","10000000","15578087","5.0","VARY","cs@webull.com","https://www.webull.com/protocol/webull_privacy_policy?hl=en","true","FINANCE","[object Object]","Everyone","false","1725930529000","https://play.google.com/store/apps/details?id=org.dayup.stocks&hl=en&gl=us"
""com.everydollar.android","FINANCE","EveryDollar: Budget Tracker","1,000,000+","1000000","3547811","8.0","VARY","help@everydollar.com","https://www.everydollar.com/privacy/plain","true","FINANCE","[object Object]","Everyone","false","1725496723000","https://play.google.com/store/apps/details?id=com.everydollar.android&hl=en&gl=us"
""com.instant.cash.advance.loan.app","FINANCE","Instant Cash Advance Loan App","500,000+","500000","508992","5.0","VARY","info@moneyborrowing.app","https://moneyborrowing.app/privacy-policy/","true","FINANCE","[object Object]","Everyone","false","1721036356000","https://play.google.com/store/apps/details?id=com.instant.cash.advance.loan.app&hl=en&gl=us"
""com.fastcash.app","FINANCE","StoreCash","100,000+","100000","252324","7.0","VARY","support@storecashapp.com","https://www.storecashapp.com/privacy-policy","true","FINANCE","[object Object]","Everyone","false","1725556909000","https://play.google.com/store/apps/details?id=com.fastcash.app&hl=en&gl=us"
""com.dtm.bambu","FINANCE","MyBambu","1,000,000+","1000000","1830188","7.0","VARY","customercare@mybambu.com","https://mybambu.com/en/glbanotice/","true","FINANCE","[object Object]","Everyone","false","1720916416000","https://play.google.com/store/apps/details?id=com.dtm.bambu&hl=en&gl=us"
""com.aura.suite","FINANCE","Aura: Security & Protection","500,000+","500000","507134","10","VARY","support@aura.com","https://www.aura.com/legal/privacy-policy","true","FINANCE","[object Object]","Everyone","false","1724787844000","https://play.google.com/store/apps/details?id=com.aura.suite&hl=en&gl=us"
""io.metamask","FINANCE","MetaMask - Blockchain Wallet","10,000,000+","10000000","34140190","6.0","VARY","support@metamask.io","https://legal.consensys.io/metamask/privacy-policy/","true","FINANCE","[object Object]","Everyone","false","1725640264000","https://play.google.com/store/apps/details?id=io.metamask&hl=en&gl=us"
""com.brightcapital.app","FINANCE","Bright - Crush Your Card Debt","1,000,000+","1000000","1082052","8.0","VARY","support@brightmoney.co","https://www.brightmoney.co/legal/privacy-policy/","true","FINANCE","[object Object]","Everyone","false","1719317930000","https://play.google.com/store/apps/details?id=com.brightcapital.app&hl=en&gl=us"
""com.gpshopper.moneygram","FINANCE","MoneyGram® Money Transfers App","5,000,000+","5000000","5282145","8.0","VARY","customerservice@moneygram.com","http://global.moneygram.com/privacy-notice","true","FINANCE","[object Object]","Everyone","false","1724946749000","https://play.google.com/store/apps/details?id=com.gpshopper.moneygram&hl=en&gl=us"
""com.navyfederal.android","FINANCE","Navy Federal Credit Union","5,000,000+","5000000","8405746","9","VARY","mobilehelp@navyfederal.org","https://www.navyfederal.org/policy/privacy.html","true","FINANCE","[object Object]","Everyone","false","1724963167000","https://play.google.com/store/apps/details?id=com.navyfederal.android&hl=en&gl=us"
""org.mytonwallet.app","FINANCE","MyTonWallet • TON Wallet","5,000,000+","5000000","5308538","5.1","VARY","mytonwallethelp@gmail.com","https://mytonwallet.io/privacy-policy","true","FINANCE","[object Object]","Everyone","false","1725625973000","https://play.google.com/store/apps/details?id=org.mytonwallet.app&hl=en&gl=us"
""org.toshi","FINANCE","Coinbase Wallet: NFTs & Crypto","10,000,000+","10000000","14149767","6.0","VARY","wallet.support@coinbase.com","https://wallet.coinbase.com/privacy-policy","true","FINANCE","[object Object]","Everyone","false","1725978517000","https://play.google.com/store/apps/details?id=org.toshi&hl=en&gl=us"
""com.netspend.product.android","FINANCE","Classic Netspend","5,000,000+","5000000","8811438","6.0","VARY","feedback@netspend.com","https://www.netspend.com/help/privacy-policy/","true","FINANCE","[object Object]","Everyone","false","1724692600000","https://play.google.com/store/apps/details?id=com.netspend.product.android&hl=en&gl=us"
""com.netspend.mobileapp.netspend","FINANCE","Netspend Wallet","100,000+","100000","407474","9","VARY","feedback@netspend.com","https://www.netspend.com/help/privacy-policy","true","FINANCE","[object Object]","Everyone","false","1725055544000","https://play.google.com/store/apps/details?id=com.netspend.mobileapp.netspend&hl=en&gl=us"
""com.greendot.walmart.prepaid","FINANCE","Walmart MoneyCard","5,000,000+","5000000","5388726","6.0","VARY","customeronlinefeedback@greendot.com","https://www.walmartmoneycard.com/account/legal-info","true","FINANCE","[object Object]","Everyone","false","1724204112000","https://play.google.com/store/apps/details?id=com.greendot.walmart.prepaid&hl=en&gl=us"
""com.pktmny.mobile","FINANCE","GoHenry by Acorns Kids Banking","1,000,000+","1000000","2204314","5.0","VARY","help@gohenry.co.uk","https://www.gohenry.com/uk/terms-and-conditions/privacy-policy/","true","FINANCE","[object Object]","Everyone","false","1725638950000","https://play.google.com/store/apps/details?id=com.pktmny.mobile&hl=en&gl=us"
""com.arrofinance.production","FINANCE","Arro: Credit Your Way","50,000+","50000","77358","6.0","VARY","support@arrofinance.com","https://www.arrofinance.com/privacy-policy","true","FINANCE","[object Object]","Everyone","false","1717008908000","https://play.google.com/store/apps/details?id=com.arrofinance.production&hl=en&gl=us"
""com.possible_mobile","FINANCE","Possible: Fast Cash & Credit","1,000,000+","1000000","2344990","11","VARY","help@possiblefinance.com","https://www.possiblefinance.com/privacy-policy/","true","FINANCE","[object Object]","Everyone","false","1717184836000","https://play.google.com/store/apps/details?id=com.possible_mobile&hl=en&gl=us"
""com.ria.moneytransfer","FINANCE","Ria Money Transfer: Send Money","5,000,000+","5000000","6464566","5.0","VARY","us_support@riamoneytransfer.com","https://www.riamoneytransfer.com/privacy-policy/","true","FINANCE","[object Object]","Everyone","false","1724828087000","https://play.google.com/store/apps/details?id=com.ria.moneytransfer&hl=en&gl=us"
""com.truist.mobile","FINANCE","Truist Mobile","1,000,000+","1000000","3008239","9","VARY","Truist_Mobile@truist.com","https://www.truist.com/privacy","true","FINANCE","[object Object]","Everyone","false","1722978535000","https://play.google.com/store/apps/details?id=com.truist.mobile&hl=en&gl=us"
""com.potradeweb","FINANCE","Pocket Broker - trading","10,000,000+","10000000","12921369","5.0","VARY","contact@gembell.org","https://po.trade/en/privacy-policy/","true","FINANCE","[object Object]","Everyone","false","1724227422000","https://play.google.com/store/apps/details?id=com.potradeweb&hl=en&gl=us"
""com.taptapsend","FINANCE","Taptap Send: Send money abroad","5,000,000+","5000000","5886840","7.0","VARY","support@taptapsend.com","https://www.taptapsend.com/privacy-policy","true","FINANCE","[object Object]","Everyone","false","1725474696000","https://play.google.com/store/apps/details?id=com.taptapsend&hl=en&gl=us"
""com.transferwise.android","FINANCE","Wise","10,000,000+","10000000","31327995","6.0","VARY","support@wise.com","https://wise.com/privacy-policy","true","FINANCE","[object Object]","Everyone","false","1725878367000","https://play.google.com/store/apps/details?id=com.transferwise.android&hl=en&gl=us"
""get.instant.personal.loan.app","FINANCE","Cash Advance App: Borrow Money","100,000+","100000","115013","5.0","VARY","contact@personal-loan.app","https://personal-loan.app/privacy-policy/","true","FINANCE","[object Object]","Everyone","false","1719308756000","https://play.google.com/store/apps/details?id=get.instant.personal.loan.app&hl=en&gl=us"
""com.cardinalcommerce.greendot","FINANCE","Green Dot - Mobile Banking","5,000,000+","5000000","8843300","5.0","VARY","customeronlinefeedback@greendot.com","https://m2.greendot.com/app/help/legal/techprivacy","true","FINANCE","[object Object]","Everyone","true","1718133776000","https://play.google.com/store/apps/details?id=com.cardinalcommerce.greendot&hl=en&gl=us"
